decision;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;has-ring;habitat;season
p;3,46;f;d;n;f;x;c;y;3,98;2,92;b;i;n;f;l;u
p;2,87;f;d;n;f;x;c;w;4;3,17;b;s;n;f;d;u
p;4,93;f;d;b;f;x;c;w;5,89;3,71;b;s;n;f;l;a
p;3,61;f;d;n;f;x;c;w;4,63;3,4;b;s;n;f;l;u
p;3,66;f;d;b;f;x;c;y;4,79;3,61;b;i;n;f;d;a
p;3,53;f;d;b;f;x;c;y;4,63;2,62;b;s;n;f;d;a
p;4,05;f;d;b;f;x;c;w;5,14;3,53;b;s;n;f;l;u
p;3,43;f;d;b;f;x;c;y;4,21;2,75;b;i;n;f;l;u
p;7,07;x;s;r;t;s;d;w;7,08;17,24;r;i;n;f;d;u
p;5,04;x;s;n;t;s;d;r;4,65;12,66;r;i;w;f;d;a
p;7,41;x;s;g;t;s;d;w;5,56;14,59;r;i;n;f;d;u
p;6,67;x;s;r;t;s;d;w;5,19;13,09;r;i;n;f;d;a
p;6,63;x;s;r;t;s;d;r;5,86;14,42;r;y;w;f;d;a
p;6,12;x;s;r;t;s;d;w;5,56;15,39;r;i;n;f;d;a
p;7,56;x;s;g;t;s;d;w;6,64;17,15;r;y;n;f;d;u
p;6,6;x;s;r;t;s;d;w;4,97;16,81;r;y;n;f;d;a
p;5,63;x;s;g;t;s;d;r;5,37;14,11;r;i;n;f;d;a
p;6,28;x;s;n;t;s;d;r;4,6;10,35;r;y;w;f;d;u
p;7,59;x;s;r;t;s;d;r;7,05;16,76;r;i;w;f;d;u
p;8,38;x;s;n;t;s;d;w;5,92;15,52;r;i;w;f;d;a
p;5,79;x;s;n;t;s;d;w;4,05;13,85;r;y;w;f;d;a
p;7,19;x;s;n;t;s;d;w;6,56;17,82;r;i;w;f;d;a
p;6,29;x;s;n;t;s;d;r;6,34;14,48;r;y;n;f;d;u
p;5,38;x;s;g;t;s;d;r;4,73;14,54;r;y;w;f;d;a
p;7,95;x;s;r;t;s;d;w;5,55;16,61;r;i;n;f;d;u
p;7,93;x;s;r;t;s;d;r;4,98;14,02;r;y;n;f;d;a
p;7,63;x;s;n;t;s;d;r;5,39;15,48;r;i;n;f;d;a
p;7,3;x;s;r;t;s;d;w;5,55;15,16;r;i;n;f;d;a
p;6,69;x;s;r;t;s;d;w;4,81;13,9;r;i;n;f;d;u
p;6,62;x;s;n;t;s;d;w;5,85;13,82;r;i;w;f;d;a
p;6,64;x;s;n;t;s;d;r;5,75;15,68;r;i;n;f;d;a
p;8,13;x;s;n;t;s;d;r;5,35;14,38;r;i;n;f;d;a
p;4,58;x;s;g;t;s;d;w;5,41;15,33;r;y;n;f;d;a
p;6,95;x;s;n;t;s;d;w;6,16;16,42;r;y;n;f;d;u
p;8,21;x;s;n;t;s;d;r;6,16;15,61;r;y;n;f;d;a
p;6,6;x;s;g;t;s;d;r;4,23;16,71;r;i;n;f;d;a
p;5,9;x;s;r;t;s;d;w;6,92;15,56;r;y;n;f;d;a
p;5,41;x;s;n;t;s;d;r;5,04;14,86;r;i;w;f;d;a
p;8,49;x;s;n;t;s;d;w;5,33;15,09;r;y;n;f;d;a
p;6,25;x;s;r;t;s;d;w;2,99;9,48;r;y;w;f;d;a
p;8,14;x;s;g;t;s;d;r;6,03;17,2;r;y;w;f;d;u
p;7,75;x;s;g;t;s;d;w;4,11;14,44;r;y;n;f;d;u
p;7,14;x;s;n;t;s;d;w;5,46;15,48;r;y;n;f;d;u
p;8,16;x;s;n;t;s;d;r;5,84;16,33;r;i;n;f;d;a
p;7,31;x;s;n;t;s;d;r;6,71;16,43;r;i;w;f;d;a
p;6,54;x;s;g;t;s;d;w;5,84;16,71;r;i;w;f;d;a
p;5,14;x;s;g;t;s;d;r;5,43;13,37;r;y;n;f;d;u
p;7,31;x;s;r;t;s;d;r;6,35;16,31;r;y;n;f;d;u
p;9,91;x;s;n;t;s;d;w;6,71;17,09;r;y;w;f;d;a
p;6,91;x;s;g;t;s;d;r;6,71;17,14;r;y;w;f;d;a
p;5,96;x;s;g;t;s;d;w;4,88;13,19;r;i;w;f;d;u
p;5,29;x;s;g;t;s;d;w;4,11;12,92;r;i;w;f;d;u
p;6,69;x;s;n;t;s;d;r;6,67;14,71;r;y;w;f;d;a
p;8,09;x;s;r;t;s;d;w;6,31;15,29;r;i;n;f;d;u
p;6,35;x;s;g;t;s;d;w;5,22;14,68;r;i;n;f;d;a
p;8,48;x;s;r;t;s;d;w;5,65;18,7;r;y;w;f;d;a
p;5,59;x;s;n;t;s;d;w;6,06;15,2;r;i;n;f;d;a
p;5,92;x;s;r;t;s;d;w;5,2;16,09;r;i;n;f;d;a
p;5,34;x;s;r;t;s;d;w;5,8;14,22;r;y;n;f;d;a
p;8,21;x;s;g;t;s;d;w;5,9;14,55;r;i;n;f;d;u
p;6,38;x;s;g;t;s;d;w;7,82;16,94;r;y;n;f;d;a
p;5,96;x;s;r;t;s;d;r;6,66;16,13;r;i;w;f;d;a
p;6,09;x;s;g;t;s;d;r;4,96;14,24;r;i;n;f;d;a
p;4,55;x;s;n;t;s;d;w;5,7;14,1;r;i;n;f;d;a
p;5,88;x;s;r;t;s;d;r;5,68;13,81;r;i;w;f;d;u
p;6,87;x;s;g;t;s;d;r;5,53;15,7;r;y;n;f;d;u
p;5;x;s;g;t;s;d;r;5,32;14,25;r;i;n;f;d;a
p;6,07;x;s;n;t;s;d;r;4,91;15,35;r;y;n;f;d;u
p;4,44;x;s;r;t;s;d;r;5,54;15,63;r;i;w;f;d;a
p;5,98;x;s;g;t;s;d;w;5,61;15,93;r;y;n;f;d;u
p;5,11;x;s;r;t;s;d;w;4,35;12,79;r;i;w;f;d;a
p;4,96;x;s;n;t;s;d;w;5,19;14,81;r;y;w;f;d;a
p;6,04;x;s;r;t;s;d;r;4,5;13,11;r;y;n;f;d;u
p;7,77;x;s;r;t;s;d;r;6,9;16,65;r;y;w;f;d;u
p;5,76;x;s;g;t;s;d;w;5,78;17,68;r;y;w;f;d;a
p;7,74;x;s;g;t;s;d;r;6,82;16,84;r;i;n;f;d;u
p;5,49;x;s;g;t;s;d;r;5,86;13,85;r;i;w;f;d;a
p;8,58;x;s;n;t;s;d;r;5,94;17,13;r;i;n;f;d;a
p;7,12;x;s;r;t;s;d;r;6,36;14,93;r;y;n;f;d;u
p;5,6;x;s;r;t;s;d;w;4,84;15,77;r;y;n;f;d;a
p;6,66;x;s;n;t;s;d;r;5,62;14,03;r;i;w;f;d;u
p;7,02;x;s;r;t;s;d;r;6,55;17,76;r;y;n;f;d;u
p;5,55;x;s;n;t;s;d;w;6,38;15,59;r;y;w;f;d;u
p;6,45;x;s;n;t;s;d;r;4,66;14,14;r;i;w;f;d;u
p;6,23;x;s;n;t;s;d;r;5,33;15,48;r;i;n;f;d;u
p;3,76;x;s;g;t;s;d;r;4,38;11,95;r;i;n;f;d;u
p;8,81;x;s;r;t;s;d;w;6,68;16,87;r;i;n;f;d;u
p;5,07;x;s;r;t;s;d;w;3,95;12,44;r;y;n;f;d;u
p;6,47;x;s;r;t;s;d;w;5,98;16,74;r;y;n;f;d;a
p;6,31;x;s;n;t;s;d;r;7,36;16,23;r;y;n;f;d;u
p;4,64;x;s;r;t;s;d;r;2,99;10,16;r;y;n;f;d;u
p;6,13;x;s;g;t;s;d;w;5,22;15,33;r;y;w;f;d;u
p;7,24;x;s;n;t;s;d;r;6,43;16,5;r;y;w;f;d;u
p;5,23;x;s;n;t;s;d;w;3,61;12,16;r;i;w;f;d;a
p;6,2;x;s;n;t;s;d;r;5,08;14,25;r;y;n;f;d;u
p;2,3;x;s;n;t;s;d;r;3,86;10,99;r;i;w;f;d;a
p;5,5;x;s;r;t;s;d;r;4,34;13,73;r;y;n;f;d;a
p;5,82;x;s;g;t;s;d;r;5,25;14,71;r;i;n;f;d;a
p;4,81;x;s;r;t;s;d;r;4,87;13,86;r;y;n;f;d;a
p;6,39;x;s;n;t;s;d;w;4,86;13,4;r;i;w;f;d;u
p;6,66;x;s;r;t;s;d;w;5,93;14,82;r;y;n;f;d;a
p;6,13;x;s;n;t;s;d;r;6,1;13,12;r;i;w;f;d;u
p;6,97;x;s;r;t;s;d;r;5,26;13,74;r;y;w;f;d;a
p;5,5;x;s;r;t;s;d;r;4,94;11,14;r;y;w;f;d;u
p;8,2;x;s;r;t;s;d;w;7;16,58;r;y;w;f;d;u
p;5,52;x;s;n;t;s;d;r;4,97;13,97;r;i;n;f;d;a
p;5,45;x;s;r;t;s;d;w;5,18;15,83;r;y;n;f;d;a
p;5,17;x;s;r;t;s;d;w;4,67;13,69;r;y;n;f;d;a
p;5,04;x;s;g;t;s;d;r;5,28;14,04;r;y;n;f;d;u
p;6,76;x;s;n;t;s;d;r;5,23;13,64;r;i;n;f;d;u
p;6,47;x;s;n;t;s;d;r;4,63;14,49;r;y;w;f;d;u
p;6,81;x;s;g;t;s;d;r;5,92;14,55;r;y;w;f;d;a
p;7,18;x;s;n;t;s;d;w;6,36;15,79;r;i;w;f;d;u
p;5,7;x;s;g;t;s;d;w;4,87;14,44;r;i;n;f;d;a
p;8,23;x;s;n;t;s;d;w;5,62;15,65;r;i;n;f;d;a
p;5,3;x;s;n;t;s;d;w;4,44;12,47;r;y;w;f;d;a
p;5,94;x;s;r;t;s;d;w;5,66;14,43;r;y;w;f;d;a
p;4,39;x;s;g;t;s;d;w;4,09;11,42;r;y;n;f;d;a
p;7,35;x;s;g;t;s;d;w;5,91;16,73;r;i;w;f;d;a
p;6,06;x;s;g;t;s;d;r;4,53;15,1;r;y;n;f;d;u
p;4,31;x;s;g;t;s;d;w;4,86;12,96;r;y;n;f;d;a
p;7,15;x;s;r;t;s;d;r;5,36;15,18;r;i;w;f;d;a
p;8,81;x;s;g;t;s;d;w;6,68;16,66;r;y;n;f;d;u
p;5,85;x;s;r;t;s;d;w;5,68;16,28;r;i;n;f;d;a
p;7,95;x;s;r;t;s;d;r;6,33;13,84;r;i;w;f;d;u
p;5,09;x;s;n;t;s;d;w;3,63;13,72;r;y;w;f;d;a
p;6,64;x;s;g;t;s;d;r;5,63;13,06;r;i;n;f;d;u
p;6,26;x;s;r;t;s;d;w;4,9;15,77;r;i;n;f;d;u
p;7,22;x;s;g;t;s;d;r;5,93;15,03;r;i;w;f;d;a
p;6,82;x;s;g;t;s;d;w;7,41;15,79;r;i;w;f;d;u
p;5,52;x;s;g;t;s;d;w;6,67;15,53;r;i;n;f;d;a
p;5,88;x;s;n;t;s;d;r;6,78;15,61;r;i;w;f;d;u
p;6,5;x;s;n;t;s;d;r;6,47;14,28;r;y;n;f;d;u
p;5,33;x;s;g;t;s;d;w;4,64;12,86;r;y;w;f;d;u
p;4,98;x;s;r;t;s;d;w;5,46;14,73;r;i;w;f;d;u
p;7,33;x;s;g;t;s;d;w;6,6;15,62;r;y;w;f;d;u
p;7,35;x;s;n;t;s;d;r;6,21;14,93;r;y;n;f;d;a
p;5,77;x;s;r;t;s;d;r;5,33;15,81;r;y;n;f;d;a
p;5,36;x;s;r;t;s;d;w;5,3;14,11;r;i;w;f;d;u
p;4,43;x;s;g;t;s;d;w;3,96;9,99;r;y;n;f;d;a
p;7,05;x;s;n;t;s;d;w;4,53;13,65;r;y;w;f;d;a
p;6,36;x;s;n;t;s;d;r;6,17;17,32;r;i;w;f;d;u
p;5,93;x;s;n;t;s;d;r;5,95;15,18;r;y;w;f;d;u
p;7,42;x;s;g;t;s;d;r;5,23;13,15;r;i;n;f;d;u
p;8,48;x;s;r;t;s;d;w;6,39;16,53;r;y;w;f;d;a
p;6,83;x;s;r;t;s;d;r;8,13;19,13;r;y;n;f;d;u
p;7,68;x;s;r;t;s;d;w;6,5;14,73;r;i;n;f;d;u
p;3,72;x;s;g;t;s;d;w;4,21;11,91;r;y;w;f;d;a
p;5,65;x;s;g;t;s;d;r;3,99;11,26;r;y;w;f;d;a
p;5,55;x;s;g;t;s;d;r;4,93;10,98;r;y;n;f;d;a
p;8,34;x;s;g;t;s;d;w;5,62;13,64;r;y;w;f;d;a
p;6,23;x;s;n;t;s;d;w;5,71;14,15;r;i;n;f;d;u
p;7,21;x;s;g;t;s;d;w;7,05;16,82;r;i;w;f;d;u
p;8,14;x;s;n;t;s;d;w;7,17;17,42;r;i;n;f;d;a
p;6,52;x;s;r;t;s;d;r;5,18;13,75;r;i;w;f;d;u
p;7,5;x;s;g;t;s;d;r;6,12;15,29;r;i;w;f;d;a
p;7,17;x;s;r;t;s;d;w;6,99;16,1;r;i;n;f;d;u
p;5,84;x;s;n;t;s;d;w;4,98;14,29;r;y;w;f;d;a
p;7,5;x;s;n;t;s;d;r;6,91;15,75;r;y;w;f;d;a
p;6,11;x;s;g;t;s;d;r;6,75;15,04;r;i;w;f;d;u
p;6,04;x;s;n;t;s;d;w;6,06;13,5;r;y;w;f;d;a
p;4,66;x;s;g;t;s;d;w;4,39;13,87;r;i;n;f;d;a
p;6,9;x;s;n;t;s;d;w;4,74;13,82;r;y;n;f;d;a
p;7,91;x;s;n;t;s;d;r;4,86;14,37;r;i;w;f;d;a
p;7,25;x;s;g;t;s;d;r;6,84;16,61;r;i;n;f;d;a
p;8,42;x;s;n;t;s;d;w;7,16;17,21;r;y;w;f;d;a
p;6,32;x;s;g;t;s;d;w;5,06;13,14;r;i;n;f;d;u
p;5,97;x;s;g;t;s;d;w;5,55;13,9;r;i;w;f;d;a
p;6,32;x;s;r;t;s;d;r;5,05;14,2;r;y;w;f;d;a
p;6,25;x;s;n;t;s;d;r;6,06;15,33;r;y;w;f;d;u
p;5,93;x;s;n;t;s;d;r;4,4;13,49;r;i;w;f;d;a
p;6,57;x;s;n;t;s;d;w;5,22;13,43;r;y;n;f;d;a
p;5,53;x;s;g;t;s;d;w;5,81;14,49;r;y;n;f;d;u
p;6,94;x;s;r;t;s;d;r;5,24;16,81;r;y;w;f;d;u
p;6,36;x;s;g;t;s;d;r;4,26;10,79;r;y;w;f;d;a
p;6,52;x;s;n;t;s;d;r;6,72;15,62;r;y;n;f;d;a
p;5,84;x;s;n;t;s;d;w;5,31;13,99;r;y;w;f;d;u
p;6,87;x;s;n;t;s;d;w;5,3;15,19;r;y;w;f;d;u
p;6,57;x;s;g;t;s;d;w;6,3;14,75;r;i;w;f;d;u
p;7,27;x;s;g;t;s;d;w;6,44;15,59;r;y;n;f;d;u
p;5,45;x;s;r;t;s;d;r;4,66;13,73;r;y;n;f;d;a
p;5,53;x;s;g;t;s;d;w;5,46;16,61;r;i;n;f;d;a
p;5,86;x;s;g;t;s;d;w;4,43;13,04;r;y;w;f;d;a
p;7,71;x;s;r;t;s;d;w;4,37;13,94;r;y;n;f;d;a
p;5,56;x;s;r;t;s;d;w;5,46;14,81;r;i;w;f;d;a
p;6,93;x;s;r;t;s;d;w;5,71;15,55;r;y;n;f;d;a
p;7,64;x;s;n;t;s;d;w;5,39;15,16;r;y;n;f;d;a
p;6,98;x;s;n;t;s;d;w;5,19;16,73;r;i;w;f;d;a
p;4,88;x;s;g;t;s;d;r;4,33;13,34;r;y;n;f;d;u
p;6,72;x;s;r;t;s;d;w;5,77;17,02;r;i;w;f;d;u
p;7,8;x;s;g;t;s;d;r;4,84;13,18;r;i;n;f;d;u
p;6,93;x;s;r;t;s;d;r;4,94;12,64;r;y;n;f;d;u
p;6,29;x;s;r;t;s;d;w;4,19;12,85;r;y;w;f;d;u
p;7,64;x;s;r;t;s;d;w;6,52;16,85;r;i;w;f;d;u
p;6,25;x;s;r;t;s;d;r;6,82;16,29;r;y;w;f;d;a
p;5,44;x;s;n;t;s;d;r;5,56;15,86;r;i;w;f;d;u
p;6,07;x;s;r;t;s;d;w;4,04;12,2;r;y;n;f;d;a
p;6,94;x;s;r;t;s;d;w;5,25;16,02;r;y;n;f;d;u
p;7,34;x;s;n;t;s;d;w;5,19;16,27;r;i;w;f;d;u
p;3,75;x;s;g;t;s;d;w;3,81;12,48;r;y;n;f;d;u
p;5,88;x;s;r;t;s;d;r;6,11;14,4;r;y;w;f;d;u
p;6,77;x;s;r;t;s;d;r;4,75;14,82;r;y;n;f;d;a
p;5,8;x;s;n;t;s;d;r;6,2;16,26;r;y;n;f;d;u
p;6,3;x;s;n;t;s;d;r;6,45;15,75;r;i;w;f;d;u
p;9,03;x;s;n;t;s;d;w;6,34;15,51;r;i;n;f;d;u
p;7,55;x;s;r;t;s;d;w;6,64;14,51;r;i;n;f;d;a
p;4,96;x;s;r;t;s;d;w;4,65;12,7;r;y;w;f;d;u
p;5,92;x;s;n;t;s;d;w;6,07;16,38;r;y;n;f;d;u
p;4,01;x;s;g;t;s;d;r;3,56;14,38;r;i;w;f;d;u
p;7,33;x;s;r;t;s;d;r;4,15;14,22;r;y;n;f;d;a
p;6,31;x;s;r;t;s;d;r;6,39;15,45;r;y;w;f;d;a
p;5,45;x;s;r;t;s;d;r;4,42;13,12;r;i;w;f;d;a
p;8;x;s;n;t;s;d;w;6,03;16,58;r;y;w;f;d;u
p;10,35;x;s;g;t;s;d;w;6,35;17,74;r;i;w;f;d;a
p;7,91;x;s;n;t;s;d;w;5,91;15,14;r;y;w;f;d;a
p;5,87;x;s;g;t;s;d;w;5,94;13,66;r;i;n;f;d;a
p;5,94;x;s;n;t;s;d;w;4,98;15,57;r;y;n;f;d;a
p;8,36;x;s;r;t;s;d;w;6,52;15,9;r;i;n;f;d;u
p;7,56;x;s;n;t;s;d;r;7,88;17,02;r;i;n;f;d;u
p;6,76;x;s;r;t;s;d;r;6,43;16,2;r;i;n;f;d;u
p;6,56;x;s;n;t;s;d;r;5,46;16,41;r;y;w;f;d;a
p;6,08;x;s;g;t;s;d;w;5,53;13,5;r;y;n;f;d;u
p;5,72;x;s;n;t;s;d;r;4,74;13,51;r;i;w;f;d;a
p;5,86;x;s;g;t;s;d;w;5,05;13,16;r;y;n;f;d;u
p;4,78;x;s;r;t;s;d;w;5,57;14,68;r;y;n;f;d;a
p;5,66;x;s;g;t;s;d;r;3,85;13,32;r;y;w;f;d;a
p;6,86;x;s;g;t;s;d;w;6,01;14,97;r;i;w;f;d;a
p;5,9;x;s;n;t;s;d;w;5,29;14,95;r;y;w;f;d;a
p;6,4;x;s;n;t;s;d;r;5,45;13,57;r;y;n;f;d;u
p;6,72;x;s;n;t;s;d;r;5,21;15,63;r;i;w;f;d;a
p;6,02;x;s;g;t;s;d;r;5,46;15,22;r;y;w;f;d;u
p;4,67;x;s;n;t;s;d;w;3,49;11,82;r;y;n;f;d;a
p;5,09;x;s;r;t;s;d;w;5,11;13,44;r;y;w;f;d;u
p;5,94;x;s;g;t;s;d;r;4,24;14,13;r;i;w;f;d;u
p;6,84;x;s;n;t;s;d;r;4,77;12,67;r;i;n;f;d;a
p;7,97;x;s;r;t;s;d;r;4,79;15,29;r;y;w;f;d;a
p;6,25;x;s;n;t;s;d;w;5,15;15,23;r;y;w;f;d;a
p;6,49;x;s;r;t;s;d;w;6,75;18,25;r;i;n;f;d;a
p;7,25;x;s;r;t;s;d;w;5,76;14,42;r;i;w;f;d;a
p;3,3;x;s;n;t;s;d;r;5,26;13,95;r;y;n;f;d;u
p;6,25;x;s;n;t;s;d;r;5,06;11,86;r;i;n;f;d;u
p;7,31;x;s;r;t;s;d;w;6,36;14,66;r;i;n;f;d;u
p;5,18;x;s;r;t;s;d;w;5,49;13,52;r;i;w;f;d;u
p;8,89;x;s;g;t;s;d;w;6,14;15,72;r;i;n;f;d;u
p;5,2;x;s;r;t;s;d;r;5,71;17,52;r;i;w;f;d;u
p;5,56;x;s;n;t;s;d;r;5,03;13,67;r;i;w;f;d;a
p;3,95;x;s;g;t;s;d;w;4,48;13,7;r;i;w;f;d;u
p;8,58;x;s;n;t;s;d;r;6,06;15,85;r;y;n;f;d;a
p;7,98;x;s;n;t;s;d;r;6,11;16,54;r;y;n;f;d;u
p;6,69;x;s;g;t;s;d;r;5,49;16,61;r;i;n;f;d;u
p;4,02;x;s;r;t;s;d;w;4,22;11,73;r;i;w;f;d;a
p;7,16;x;s;r;t;s;d;w;5,78;15,37;r;i;n;f;d;a
p;6,41;x;s;n;t;s;d;w;4,7;14,18;r;i;n;f;d;a
p;5,12;x;s;g;t;s;d;w;4,81;13,88;r;y;w;f;d;a
p;5,7;x;s;n;t;s;d;r;5,1;13,56;r;y;n;f;d;u
p;6,42;x;s;n;t;s;d;r;4,09;14,58;r;y;w;f;d;u
p;4,85;x;s;n;t;s;d;r;4,47;12,55;r;i;w;f;d;a
p;6,96;x;s;n;t;s;d;r;5,42;15,62;r;y;n;f;d;a
p;5,77;x;s;n;t;s;d;r;4,24;11,96;r;i;w;f;d;a
p;6,19;x;s;r;t;s;d;w;5,11;14,59;r;y;n;f;d;u
p;6,61;x;s;r;t;s;d;w;4,89;15,09;r;i;w;f;d;a
p;5,32;x;s;n;t;s;d;r;5,45;12,78;r;i;w;f;d;u
p;6,81;x;s;n;t;s;d;r;5,57;15,04;r;y;n;f;d;u
p;8,06;x;s;n;t;s;d;r;5,58;16,71;r;y;n;f;d;u
p;7,34;x;s;n;t;s;d;w;5,63;14,59;r;i;w;f;d;a
p;6,52;x;s;n;t;s;d;w;6,55;16,62;r;i;n;f;d;a
p;6,51;x;s;g;t;s;d;r;4,99;14,85;r;i;w;f;d;u
p;7,25;x;s;n;t;s;d;w;5,1;14,4;r;y;n;f;d;u
p;9,03;x;s;r;t;s;d;w;6,03;15,83;r;i;n;f;d;u
p;7,3;x;s;r;t;s;d;r;5,51;14,41;r;y;n;f;d;u
p;7,53;x;s;g;t;s;d;w;5,2;15,15;r;i;w;f;d;u
p;6,78;x;s;n;t;s;d;r;6,43;16,3;r;y;w;f;d;u
p;5,74;x;s;r;t;s;d;r;5,58;14,47;r;i;n;f;d;u
p;5,42;x;s;g;t;s;d;r;4,6;12,72;r;i;n;f;d;u
p;4,81;x;s;r;t;s;d;w;5,37;12,81;r;y;w;f;d;u
p;7,88;x;s;r;t;s;d;r;5,68;15,54;r;i;n;f;d;u
p;7,68;x;s;r;t;s;d;w;5,14;14,88;r;y;n;f;d;a
p;5,59;x;s;r;t;s;d;w;4,41;13,76;r;y;n;f;d;a
p;9,63;x;s;r;t;s;d;r;7,13;18,53;r;y;n;f;d;u
p;6,59;x;s;n;t;s;d;w;5,16;15,05;r;i;n;f;d;u
p;7,88;x;s;r;t;s;d;w;6,19;18,4;r;y;n;f;d;u
p;6,99;x;s;r;t;s;d;w;4,86;14,16;r;y;n;f;d;u
p;6,68;x;s;n;t;s;d;r;6,19;13,65;r;i;w;f;d;a
p;6,64;x;s;r;t;s;d;w;5,87;16;r;y;n;f;d;u
p;5,53;x;s;n;t;s;d;w;3,61;12,87;r;i;n;f;d;u
p;6,44;x;s;r;t;s;d;w;5,58;15,29;r;y;w;f;d;a
p;6,53;x;s;g;t;s;d;w;5,58;14,82;r;i;n;f;d;a
p;5,17;x;s;r;t;s;d;w;4,43;12,81;r;y;n;f;d;u
p;6,12;x;s;n;t;s;d;w;6,48;16,5;r;i;w;f;d;u
p;6,25;x;s;r;t;s;d;r;6,74;17,59;r;i;n;f;d;a
p;8,02;x;s;n;t;s;d;r;5,16;13,82;r;y;w;f;d;u
p;6,26;x;s;g;t;s;d;w;5,2;13,67;r;i;n;f;d;a
p;6,21;x;s;n;t;s;d;r;4,15;12,74;r;y;n;f;d;u
p;7,92;x;s;n;t;s;d;w;5,61;16,53;r;y;w;f;d;a
p;4,96;x;s;g;t;s;d;w;4,86;16,12;r;y;w;f;d;a
p;6,87;x;s;g;t;s;d;w;5,08;14,1;r;y;n;f;d;a
p;7,56;x;s;g;t;s;d;w;5,34;15,23;r;i;w;f;d;a
p;5,03;x;s;n;t;s;d;r;5,79;15,44;r;i;w;f;d;a
p;6,35;x;s;n;t;s;d;r;5,19;14,58;r;y;w;f;d;u
p;5,69;x;s;g;t;s;d;r;6,06;15,34;r;y;w;f;d;u
p;6,98;x;s;r;t;s;d;w;5,23;15,28;r;i;w;f;d;u
p;5,66;x;s;r;t;s;d;w;4,75;12,53;r;y;w;f;d;u
p;5,75;x;s;n;t;s;d;w;6,13;14,93;r;y;w;f;d;a
p;8,65;x;s;n;t;s;d;r;6,87;18,77;r;i;w;f;d;a
p;6,52;x;s;r;t;s;d;r;4,81;16,11;r;i;n;f;d;a
p;8,13;x;s;r;t;s;d;r;4,91;16,07;r;y;w;f;d;a
p;6,21;x;s;g;t;s;d;r;5,91;14,52;r;y;n;f;d;u
p;8,9;x;s;r;t;s;d;w;6,11;16,9;r;y;n;f;d;u
p;3,74;x;s;g;t;s;d;w;3,56;13,21;r;y;n;f;d;a
p;5,13;x;s;n;t;s;d;r;5,49;15,65;r;i;n;f;d;u
p;8,4;x;s;r;t;s;d;r;5,53;15,15;r;y;w;f;d;a
p;5,47;x;s;g;t;s;d;w;5,31;13,22;r;i;w;f;d;a
p;6,33;x;s;n;t;s;d;w;5,64;14,24;r;i;w;f;d;a
p;9,37;x;s;r;t;s;d;w;6,58;17,06;r;i;w;f;d;u
p;6,76;x;s;g;t;s;d;r;6,07;16,88;r;y;w;f;d;a
p;4,72;x;s;g;t;s;d;r;4,23;14,11;r;y;n;f;d;u
p;3,67;x;s;r;t;s;d;w;4,61;14,55;r;i;w;f;d;a
p;5,57;x;s;r;t;s;d;w;5,09;12,27;r;i;n;f;d;a
p;6,46;x;s;g;t;s;d;r;3,95;14,93;r;y;n;f;d;a
p;6,68;x;s;r;t;s;d;r;5,88;15,46;r;y;w;f;d;u
p;5,82;x;s;r;t;s;d;r;6,2;14,12;r;i;n;f;d;u
p;6,91;x;s;n;t;s;d;w;6,15;16,19;r;i;w;f;d;a
p;8,13;x;s;r;t;s;d;w;6,05;16,98;r;i;n;f;d;u
p;6,75;x;s;n;t;s;d;r;5,46;13,67;r;i;w;f;d;u
p;5,58;x;s;g;t;s;d;w;6,23;15,95;r;y;n;f;d;u
p;6,18;x;s;r;t;s;d;w;3,97;13,32;r;y;w;f;d;a
p;5,77;x;s;r;t;s;d;r;4,98;13,31;r;i;w;f;d;a
p;5,77;x;s;n;t;s;d;r;5,53;14,8;r;y;n;f;d;a
p;6,91;x;s;n;t;s;d;w;7,09;17,21;r;y;w;f;d;u
p;6,35;x;s;g;t;s;d;w;5,14;15,09;r;i;w;f;d;u
p;7,08;x;s;g;t;s;d;r;6,36;15,21;r;y;n;f;d;a
p;6,95;x;s;r;t;s;d;r;6,41;15,4;r;y;w;f;d;a
p;7,29;x;s;g;t;s;d;r;5,34;14,31;r;i;w;f;d;a
p;7,25;x;s;n;t;s;d;r;5,6;16,15;r;y;w;f;d;u
p;9,16;x;s;r;t;s;d;w;6,28;15,73;r;y;n;f;d;a
p;5,92;x;s;n;t;s;d;w;4,08;12,2;r;i;n;f;d;u
p;7;x;s;g;t;s;d;w;6,11;14,24;r;y;n;f;d;a
p;6,5;x;s;g;t;s;d;w;5,28;14,51;r;i;w;f;d;u
p;8,39;x;s;r;t;s;d;r;5,5;14,44;r;i;n;f;d;u
p;8,04;x;s;r;t;s;d;r;4,76;15,04;r;i;w;f;d;a
p;5,46;x;s;g;t;s;d;r;5,24;13,82;r;y;w;f;d;u
p;8,52;x;s;n;t;s;d;r;5,41;15,42;r;i;w;f;d;u
p;6,1;x;s;n;t;s;d;w;6,16;14,58;r;i;w;f;d;a
p;4,44;x;s;r;t;s;d;w;4,69;10,6;r;y;n;f;d;u
p;7,73;x;s;g;t;s;d;w;6,86;17,62;r;i;n;f;d;u
p;6,12;x;s;g;t;s;d;r;6,41;14,9;r;y;n;f;d;a
p;4,11;x;s;g;t;s;d;r;4,82;13,15;r;i;w;f;d;a
